ReturnID,OrderID,ReturnDate,ReturnReason,RefundAmount
903697,540753,2025-07-27,Not as Described,2926.5
903698,540768,2025-11-03,Changed Mind,724.72
903699,540772,2025-09-11,Changed Mind,598.53
903700,540796,2026-07-21,Not as Described,3065.93
903701,540805,2025-06-13,Wrong Product,585.45
903702,540810,2026-06-28,Damaged,503.54
903703,540815,2025-02-14,Damaged,1628.88
903704,540816,2025-06-14,Wrong Product,1853.52
903705,540818,2026-06-28,Poor Quality,1044.9
903706,540822,2025-06-09,Poor Quality,961.84
903707,540829,2026-05-26,Unknown,284.67
903708,540832,2026-06-19,Wrong Product,2444.73
903709,540833,2026-01-12,Changed Mind,2311.92
903710,540843,2026-01-20,Unknown,1187.92
903711,540851,2025-04-27,Late Delivery,2088.51
903712,540856,2025-08-19,Poor Quality,1292.45
903713,540863,2026-06-29,Poor Quality,225.13
903714,540872,2025-06-19,Poor Quality,226.21
903715,540882,2025-01-03,Poor Quality,702.88
903716,540892,2026-01-10,Damaged,2234.0
903717,540894,2026-03-24,Late Delivery,603.56
903718,540946,2025-03-30,Late Delivery,875.77
903719,540955,2025-03-31,Late Delivery,3206.83
903720,540957,2025-09-28,Wrong Product,627.59
903721,540965,2025-08-21,Not as Described,464.62
903722,540972,2025-02-04,Damaged,1285.57
903723,540996,2026-03-09,Poor Quality,745.24
903724,541004,2025-05-28,Not as Described,1319.65
903725,541006,2025-03-11,Damaged,703.73
903726,541019,2026-02-28,Wrong Product,1119.52
903727,541034,2025-12-22,Not as Described,902.47
903728,541036,2025-09-21,Not as Described,2309.38
903729,541052,2025-07-11,Wrong Product,1040.47
903730,541061,2025-12-14,Poor Quality,524.58
903731,541086,2026-06-30,Damaged,1490.16
903732,541089,2026-03-28,Poor Quality,3836.86
903733,541093,2025-03-01,Changed Mind,1199.63
903734,541096,2025-03-17,Not as Described,2968.91
903735,541101,2025-04-21,Poor Quality,340.57
903736,541131,2026-01-21,Late Delivery,1181.27
903737,541134,2025-11-20,Damaged,699.96
903738,541137,2026-04-12,Late Delivery,685.58
903739,541139,2025-03-20,Not as Described,778.08
903740,541149,2025-08-09,Not as Described,1573.22
903741,541151,2025-04-02,Late Delivery,1437.15
903742,541158,2025-04-10,Changed Mind,2931.2
903743,541174,2026-06-13,Poor Quality,6876.62
903744,541175,2025-09-20,Late Delivery,5309.79
903745,541194,2026-03-03,Damaged,484.44
903746,541204,2025-03-12,Poor Quality,1012.63
903747,541211,2026-05-21,Poor Quality,3016.01
903748,541212,2025-09-22,Wrong Product,2427.51
903749,541221,2025-06-23,Unknown,6209.77
903750,541229,2025-08-29,Changed Mind,983.12
903751,541234,2026-03-13,Late Delivery,2206.98
903752,541266,2025-03-15,Late Delivery,1110.92
903753,541271,2025-03-29,Damaged,712.66
903754,541286,2025-04-27,Late Delivery,525.82
903755,541337,2025-10-04,Damaged,1319.14
903756,541341,2025-02-08,Damaged,499.09
903757,541374,2025-04-18,Poor Quality,413.72
903758,541395,2026-07-11,Late Delivery,358.32
903759,541407,2026-04-21,Late Delivery,1056.81
903760,541424,2025-01-29,Poor Quality,644.54
903761,541430,2025-01-18,Poor Quality,1501.28
903762,541432,2026-01-01,Unknown,14389.82
903763,541439,2025-05-22,Late Delivery,1541.87
903764,541443,2025-06-01,Late Delivery,73.57
903765,541456,2025-03-14,Unknown,542.71
903766,541470,2026-02-26,Wrong Product,815.68
903767,541472,2025-02-22,Wrong Product,518.62
903768,541474,2025-02-24,Not as Described,821.05
903769,541480,2025-10-10,Wrong Product,1929.46
903770,541494,2025-09-18,Late Delivery,1440.52
903771,541520,2026-01-14,Late Delivery,113.89
903772,541522,2026-05-29,Wrong Product,899.0
903773,541538,2025-05-12,Late Delivery,971.2
903774,541539,2026-04-26,Poor Quality,3308.99
903775,541547,2026-03-25,Late Delivery,2936.82
903776,541563,2025-10-24,Not as Described,7365.93
903777,541564,2026-01-22,Not as Described,93.49
903778,541566,2026-01-06,Not as Described,721.12
903779,541570,2026-05-27,Poor Quality,522.54
903780,541580,2026-03-13,Damaged,488.6
903781,541581,2025-04-13,Poor Quality,149.93
903782,541587,2025-12-16,Late Delivery,2254.85
903783,541600,2025-10-05,Poor Quality,185.28
903784,541603,2026-07-01,Not as Described,402.47
903785,541604,2026-06-05,Not as Described,453.89
903786,541610,2026-02-07,Damaged,1626.06
903787,541611,2025-05-22,Poor Quality,367.68
903788,541638,2025-06-21,Changed Mind,1547.74
903789,541641,2026-05-14,Poor Quality,831.52
903790,541645,2026-06-22,Wrong Product,395.64
903791,541666,2025-11-17,Not as Described,3713.93
903792,541679,2026-05-16,Wrong Product,425.92
903793,541682,2025-02-18,Late Delivery,1507.95
903794,541683,2025-02-26,Late Delivery,117.12
903795,541706,2025-10-31,Poor Quality,2175.5
903796,541712,2025-09-03,Not as Described,188.64
903797,541740,2026-03-16,Poor Quality,2402.95
903798,541747,2025-08-14,Poor Quality,929.63
903799,541775,2025-11-13,Not as Described,2543.74
903800,541786,2025-02-24,Late Delivery,1272.72
903801,541790,2025-04-18,Not as Described,5463.83
903802,541796,2026-05-05,Damaged,614.26
903803,541823,2026-05-17,Damaged,1817.01
903804,541832,2025-08-31,Late Delivery,321.33
903805,541839,2026-03-28,Not as Described,967.87
903806,541846,2026-03-06,Poor Quality,1159.05
903807,541890,2026-04-28,Late Delivery,384.17
903808,541894,2025-12-07,Poor Quality,2028.32
903809,541900,2026-03-16,Poor Quality,274.09
903810,541911,2025-12-10,Poor Quality,607.18
903811,541915,2026-04-04,Damaged,385.33
903812,541922,2025-11-19,Damaged,1931.95
903813,541933,2025-07-24,Poor Quality,1918.09
903814,541940,2025-08-05,Changed Mind,3341.18
903815,541951,2025-02-18,Not as Described,1438.02
903816,541957,2025-08-15,Poor Quality,1109.66
903817,541973,2025-11-17,Not as Described,1764.73
903818,542012,2025-08-10,Late Delivery,212.78
903819,542013,2025-03-20,Changed Mind,1098.74
903820,542014,2026-02-11,Changed Mind,2941.08
903821,542073,2026-06-12,Damaged,243.29
903822,542080,2025-07-01,Poor Quality,1932.95
903823,542085,2026-04-30,Poor Quality,280.55
903824,542100,2025-05-29,Poor Quality,261.15
903825,542109,2026-06-27,Damaged,207.44
903826,542173,2026-01-14,Poor Quality,1153.58
903827,542181,2025-03-15,Poor Quality,1121.36
903828,542200,2025-10-24,Damaged,1265.64
903829,542216,2026-03-08,Damaged,333.07
903830,542221,2026-06-22,Unknown,2158.18
903831,542228,2025-10-20,Poor Quality,2822.19
903832,542229,2025-02-01,Late Delivery,898.21
903833,542235,2026-05-29,Poor Quality,1949.25
903834,542245,2025-08-22,Not as Described,335.45
903835,542252,2026-03-05,Not as Described,354.28
903836,542278,2025-02-15,Not as Described,2048.22
903837,542282,2025-09-24,Changed Mind,1930.07
903838,542293,2025-07-05,Poor Quality,4254.11
903839,542298,2026-06-25,Poor Quality,1151.14
903840,542303,2026-07-17,Poor Quality,635.15
903841,542318,2025-01-19,Damaged,730.65
903842,542320,2026-01-26,Changed Mind,374.63
903843,542332,2025-10-12,Damaged,312.82
903844,542334,2025-07-08,Late Delivery,287.49
903845,542350,2025-05-20,Not as Described,1462.34
903846,542368,2026-03-19,Changed Mind,3363.19
903847,542381,2025-02-04,Damaged,2229.22
903848,542386,2025-04-02,Wrong Product,496.32
903849,542387,2025-11-13,Not as Described,350.42
903850,542388,2025-10-27,Not as Described,757.25
903851,542422,2025-07-21,Late Delivery,704.0
903852,542423,2025-02-04,Poor Quality,4363.11
903853,542429,2025-02-19,Changed Mind,753.71
903854,542431,2025-05-23,Poor Quality,637.95
903855,542448,2025-10-25,Late Delivery,40.03
903856,542464,2025-01-17,Late Delivery,1691.5
903857,542466,2025-11-29,Poor Quality,467.77
903858,542468,2025-11-13,Changed Mind,454.97
903859,542470,2026-03-12,Damaged,2343.15
903860,542505,2025-07-25,Not as Described,168.19
903861,542519,2025-06-08,Damaged,4478.49
903862,542542,2025-09-25,Damaged,1236.65
903863,542544,2026-07-02,Late Delivery,734.58
903864,542557,2025-10-05,Not as Described,609.82
903865,542560,2025-08-13,Late Delivery,355.22
903866,542565,2026-07-02,Unknown,709.31
903867,542568,2025-08-25,Late Delivery,2328.74
903868,542572,2026-04-13,Changed Mind,993.26
903869,542575,2026-01-23,Late Delivery,2431.67
903870,542607,2025-07-29,Poor Quality,1293.39
903871,542612,2025-09-25,Late Delivery,2644.75
903872,542623,2025-02-06,Poor Quality,1860.78
903873,542643,2026-06-28,Late Delivery,2221.89
903874,542647,2025-05-28,Damaged,820.17
903875,542664,2025-06-29,Poor Quality,427.0
903876,542668,2025-07-21,Damaged,537.64
903877,542677,2025-03-21,Changed Mind,2363.35
903878,542682,2026-02-21,Changed Mind,1218.54
903879,542705,2026-03-04,Wrong Product,409.69
903880,542708,2025-07-23,Changed Mind,824.88
903881,542714,2025-04-06,Wrong Product,1492.81
903882,542717,2025-09-12,Changed Mind,1615.25
903883,542770,2026-01-05,Poor Quality,992.13
903884,542785,2025-08-25,Changed Mind,1638.95
903885,542802,2026-03-22,Poor Quality,3773.57
903886,542809,2025-12-03,Not as Described,2270.84
903887,542815,2026-02-02,Damaged,529.34
903888,542860,2025-09-13,Changed Mind,2685.11
903889,542863,2025-02-20,Damaged,3683.93
903890,542889,2025-06-03,Unknown,302.81
903891,542904,2026-01-02,Not as Described,1401.08
903892,542907,2025-08-14,Poor Quality,3639.53
903893,542912,2026-06-19,Damaged,643.26
903894,542914,2026-04-25,Damaged,210.51
903895,542925,2025-02-01,Late Delivery,898.71
903896,542933,2026-05-18,Changed Mind,67.58
903897,542952,2025-07-26,Changed Mind,3431.14
903898,542958,2025-01-22,Poor Quality,385.47
903899,542971,2026-04-10,Damaged,114.34
903900,542973,2025-10-02,Not as Described,479.07
903901,542983,2025-03-23,Wrong Product,975.29
903902,542994,2025-05-28,Wrong Product,863.19
903903,543000,2026-05-11,Not as Described,644.59
903904,543030,2025-03-01,Changed Mind,929.22
903905,543033,2026-07-19,Damaged,971.84
903906,543039,2025-05-25,Wrong Product,1049.66
903907,543043,2026-02-19,Wrong Product,1605.51
903908,543079,2026-03-29,Damaged,299.81
903909,543084,2026-03-16,Changed Mind,10626.07
903910,543093,2026-04-21,Poor Quality,978.76
903911,543097,2025-03-08,Changed Mind,268.36
903912,543104,2025-10-21,Damaged,4111.01
903913,543111,2025-04-02,Damaged,1567.05
903914,543139,2026-05-15,Damaged,702.72
903915,543150,2025-11-09,Not as Described,908.13
903916,543179,2026-05-31,Not as Described,489.34
903917,543182,2026-02-05,Changed Mind,483.23
903918,543195,2026-04-18,Late Delivery,191.59
903919,543197,2025-08-08,Wrong Product,655.55
903920,543199,2025-09-16,Changed Mind,1239.57
903921,543200,2025-10-29,Damaged,427.63
903922,543216,2025-07-09,Poor Quality,310.51
903923,543228,2025-02-10,Wrong Product,170.24
903924,543234,2025-12-05,Wrong Product,2093.76
903925,543236,2025-03-02,Damaged,921.11
903926,543244,2026-01-16,Not as Described,2708.52
903927,543247,2025-12-29,Poor Quality,482.75
903928,543248,2026-02-22,Changed Mind,3171.05
903929,543258,2025-01-25,Poor Quality,1041.42
903930,543269,2026-06-06,Wrong Product,100.33
903931,543270,2025-05-30,Unknown,830.19
903932,543282,2026-07-05,Late Delivery,317.68
903933,543314,2025-06-17,Changed Mind,367.72
903934,543322,2025-12-23,Not as Described,5143.23
903935,543335,2025-06-09,Changed Mind,1945.15
903936,543336,2026-06-26,Poor Quality,2515.92
903937,543357,2026-06-27,Damaged,294.74
903938,543361,2025-09-23,Damaged,607.93
903939,543401,2026-06-06,Damaged,2928.95
903940,543405,2025-04-18,Not as Described,1065.81
903941,543408,2026-03-27,Changed Mind,355.18
903942,543419,2025-06-20,Changed Mind,2689.84
903943,543433,2025-02-08,Changed Mind,11112.38
903944,543456,2026-02-22,Changed Mind,949.43
903945,543458,2025-08-07,Wrong Product,3229.16
903946,543465,2026-05-14,Unknown,71.06
903947,543497,2026-06-30,Changed Mind,663.63
903948,543501,2026-01-12,Damaged,2491.64
903949,543527,2026-02-11,Changed Mind,309.98
903950,543540,2025-10-06,Wrong Product,2978.37
903951,543542,2025-09-03,Wrong Product,1217.18
903952,543573,2025-06-11,Poor Quality,1562.76
903953,543581,2025-11-04,Wrong Product,432.73
903954,543609,2025-12-30,Wrong Product,494.5
903955,543634,2025-11-17,Poor Quality,294.01
903956,543638,2025-11-16,Late Delivery,1353.42
903957,543641,2025-07-01,Not as Described,5687.97
903958,543692,2026-06-18,Damaged,1037.11
903959,543713,2026-06-18,Damaged,6203.95
903960,543724,2025-12-17,Changed Mind,2047.69
903961,543744,2025-07-20,Changed Mind,980.08
903962,543749,2026-06-08,Poor Quality,1385.14
903963,543778,2025-06-13,Damaged,1280.36
903964,543793,2025-01-23,Poor Quality,783.81
903965,543804,2026-01-17,Changed Mind,677.62
903966,543808,2026-05-15,Not as Described,4195.5
903967,543819,2026-05-31,Late Delivery,345.3
903968,543845,2025-09-10,Poor Quality,312.64
903969,543847,2026-01-14,Poor Quality,270.45
903970,543853,2025-08-31,Changed Mind,507.14
903971,543861,2025-04-22,Wrong Product,210.6
903972,543863,2025-08-11,Late Delivery,1527.27
903973,543871,2025-02-08,Late Delivery,234.44
903974,543873,2026-06-04,Poor Quality,1451.29
903975,543876,2025-04-06,Poor Quality,1323.41
903976,543901,2025-01-15,Damaged,331.39
903977,543918,2026-01-22,Not as Described,3010.19
903978,543935,2026-03-24,Wrong Product,252.26
903979,543966,2025-08-11,Damaged,227.69
903980,543984,2025-07-22,Changed Mind,1428.11
903981,543990,2026-06-22,Changed Mind,864.22
903982,543997,2025-08-11,Poor Quality,2024.7
903983,544012,2026-03-13,Damaged,467.11
903984,544022,2025-10-13,Poor Quality,1290.11
903985,544023,2025-02-08,Poor Quality,374.31
903986,544026,2025-11-30,Damaged,2100.99
903987,544035,2025-05-11,Wrong Product,592.88
903988,544040,2026-04-07,Poor Quality,449.34
903989,544042,2026-06-30,Poor Quality,1424.66
903990,544043,2025-12-14,Not as Described,475.7
903991,544051,2026-06-01,Not as Described,1386.03
903992,544074,2025-09-01,Late Delivery,817.25
903993,544083,2025-12-14,Poor Quality,2329.44
903994,544087,2026-02-19,Damaged,5541.92
903995,544091,2025-05-06,Damaged,521.26
903996,544099,2025-07-17,Not as Described,832.28
903997,544106,2026-01-20,Wrong Product,267.31
903998,544124,2025-08-24,Late Delivery,1372.11
903999,544130,2026-04-29,Damaged,331.52
904000,544133,2026-02-27,Wrong Product,4567.84
904001,544144,2025-03-25,Not as Described,3552.96
904002,544161,2025-07-01,Changed Mind,3450.28
904003,544168,2025-02-28,Not as Described,1124.54
904004,544170,2025-03-27,Late Delivery,587.97
904005,544192,2026-05-14,Damaged,226.31
904006,544206,2026-02-11,Poor Quality,270.47
904007,544213,2026-03-16,Unknown,90.57
904008,544219,2025-09-30,Not as Described,1152.57
904009,544225,2025-06-01,Not as Described,732.25
904010,544230,2026-03-01,Not as Described,2145.41
904011,544253,2025-10-14,Changed Mind,301.22
904012,544271,2026-01-01,Not as Described,8652.8
904013,544275,2025-11-13,Changed Mind,547.9
904014,544283,2026-03-28,Damaged,2206.21
904015,544303,2025-07-11,Not as Described,96.04
904016,544340,2025-11-26,Not as Described,1468.52
904017,544344,2025-04-09,Not as Described,1613.41
904018,544350,2026-03-17,Damaged,769.09
904019,544353,2026-07-10,Late Delivery,4465.49
904020,544355,2025-04-01,Not as Described,478.61
904021,544369,2025-08-20,Not as Described,2529.95
904022,544387,2025-09-12,Damaged,351.31
904023,544388,2025-11-14,Damaged,947.84
904024,544390,2025-06-01,Late Delivery,484.97
904025,544395,2025-01-21,Changed Mind,623.74
904026,544407,2025-11-18,Poor Quality,1362.94
904027,544455,2025-02-09,Not as Described,1226.31
904028,544463,2025-11-09,Changed Mind,4640.86
904029,544464,2025-05-23,Poor Quality,10433.83
904030,544478,2025-02-18,Not as Described,736.8
904031,544488,2026-03-16,Changed Mind,2275.7
904032,544510,2025-03-03,Late Delivery,6466.35
904033,544535,2026-04-01,Wrong Product,215.8
904034,544540,2025-12-18,Changed Mind,3839.98
904035,544557,2025-05-02,Wrong Product,428.96
904036,544559,2026-05-04,Poor Quality,340.48
904037,544578,2025-09-26,Changed Mind,3375.71
904038,544623,2026-02-18,Wrong Product,1824.01
904039,544642,2025-01-28,Damaged,418.91
904040,544645,2025-08-15,Not as Described,248.17
904041,544650,2026-04-28,Wrong Product,126.75
904042,544672,2025-12-02,Damaged,1146.16
904043,544679,2025-06-26,Poor Quality,1121.28
904044,544680,2026-03-18,Not as Described,1828.31
904045,544683,2025-06-24,Damaged,1456.4
904046,544688,2026-06-22,Poor Quality,101.21
904047,544698,2025-07-29,Changed Mind,7769.38
904048,544704,2025-07-10,Wrong Product,191.6
904049,544714,2026-02-14,Poor Quality,855.8
904050,544724,2025-08-24,Not as Described,1367.1
904051,544728,2025-10-24,Changed Mind,2026.6
904052,544732,2025-05-14,Changed Mind,656.9
904053,544734,2025-10-30,Wrong Product,895.67
904054,544743,2025-10-01,Not as Described,41.86
904055,544749,2026-05-30,Damaged,428.6
904056,544761,2025-05-02,Wrong Product,1694.74
904057,544766,2025-09-08,Poor Quality,530.13
904058,544767,2026-07-01,Wrong Product,1208.27
904059,544768,2026-01-30,Changed Mind,2690.28
904060,544771,2025-12-10,Damaged,378.73
904061,544780,2025-02-18,Changed Mind,361.64
904062,544783,2026-03-18,Poor Quality,4408.76
904063,544788,2026-03-27,Poor Quality,915.77
904064,544794,2026-03-18,Damaged,4038.75
904065,544808,2025-05-21,Not as Described,962.6
904066,544810,2026-03-12,Changed Mind,325.02
904067,544815,2025-10-12,Damaged,454.07
904068,544821,2025-01-21,Unknown,274.3
904069,544844,2025-12-03,Not as Described,1407.3
904070,544845,2025-11-27,Changed Mind,496.67
904071,544865,2026-06-19,Changed Mind,71.6
904072,544876,2026-01-11,Not as Described,458.94
904073,544887,2025-09-25,Not as Described,734.42
904074,544896,2025-03-16,Poor Quality,359.73
904075,544915,2025-09-09,Damaged,153.68
904076,544919,2026-02-12,Damaged,675.64
904077,544921,2025-03-30,Not as Described,382.27
904078,544947,2026-07-04,Damaged,1007.9
904079,544960,2025-05-23,Poor Quality,525.05
904080,544962,2026-01-29,Wrong Product,2088.78
904081,544981,2025-01-19,Not as Described,890.33
904082,544983,2026-01-17,Damaged,275.1
904083,544984,2025-01-10,Wrong Product,1712.03
904084,545004,2026-05-07,Changed Mind,1814.36
904085,545016,2025-10-31,Unknown,1098.43
904086,545019,2026-01-14,Poor Quality,799.62
904087,545026,2025-06-05,Poor Quality,1957.6
904088,545044,2025-11-23,Not as Described,2417.34
904089,545091,2025-04-01,Late Delivery,504.34
904090,545094,2025-02-26,Changed Mind,2174.12
904091,545112,2026-06-30,Damaged,574.47
904092,545118,2026-04-17,Late Delivery,1078.66
904093,545134,2025-12-22,Wrong Product,5721.82
904094,545157,2026-06-29,Damaged,62.49
904095,545164,2025-03-06,Late Delivery,1600.63
904096,545171,2025-11-28,Changed Mind,2570.5
904097,545174,2025-12-11,Late Delivery,9358.19
904098,545180,2026-04-28,Wrong Product,3498.1
904099,545182,2026-01-15,Changed Mind,3731.89
904100,545193,2025-06-06,Not as Described,382.58
904101,545196,2026-01-29,Poor Quality,1883.83
904102,545203,2025-04-09,Wrong Product,2002.27
904103,545208,2025-09-09,Wrong Product,393.65
904104,545211,2025-04-23,Not as Described,2018.96
904105,545223,2026-06-28,Poor Quality,339.51
904106,545225,2026-07-10,Not as Described,768.31
904107,545228,2026-06-05,Not as Described,1212.95
904108,545233,2025-04-24,Unknown,2147.48
904109,545234,2025-12-26,Poor Quality,940.36
904110,545236,2025-12-15,Not as Described,612.56
904111,545242,2025-12-11,Changed Mind,474.06
904112,545254,2026-03-13,Not as Described,2511.09
904113,545259,2025-01-24,Wrong Product,2811.5
904114,545287,2025-05-01,Damaged,1366.2
904115,545290,2025-09-21,Damaged,3547.03
904116,545292,2026-04-24,Changed Mind,597.9
904117,545311,2025-12-27,Damaged,2714.43
904118,545317,2025-02-14,Damaged,9839.62
904119,545323,2026-03-25,Changed Mind,422.88
904120,545324,2025-12-05,Poor Quality,554.56
904121,545334,2026-06-10,Poor Quality,3957.33
904122,545346,2025-11-16,Poor Quality,1068.8
904123,545348,2025-10-22,Not as Described,627.3
904124,545355,2025-08-13,Poor Quality,1431.07
904125,545366,2025-05-29,Poor Quality,399.79
904126,545370,2025-07-30,Unknown,1217.0
904127,545373,2026-01-26,Damaged,486.1
904128,545397,2025-05-15,Wrong Product,610.67
904129,545407,2025-04-24,Poor Quality,702.71
904130,545409,2026-03-02,Late Delivery,2302.24
904131,545422,2025-07-18,Late Delivery,859.05
904132,545423,2025-09-08,Poor Quality,2054.5
904133,545448,2025-01-12,Poor Quality,1356.83
904134,545449,2025-01-20,Late Delivery,2494.21
904135,545451,2026-01-27,Not as Described,1248.04
904136,545508,2025-08-20,Poor Quality,3704.8
904137,545516,2026-03-08,Unknown,202.03
904138,545549,2025-06-30,Not as Described,320.95
904139,545554,2025-09-06,Damaged,2656.42
904140,545555,2026-03-20,Poor Quality,751.2
904141,545558,2025-05-03,Late Delivery,760.55
904142,545601,2026-02-13,Poor Quality,1465.76
904143,545604,2025-04-18,Poor Quality,1258.47
904144,545619,2026-06-11,Late Delivery,1466.75
904145,545632,2025-05-22,Damaged,584.94
904146,545637,2025-10-24,Changed Mind,2277.47
904147,545652,2025-07-16,Damaged,14498.14
904148,545654,2026-02-02,Unknown,3824.84
904149,545656,2025-05-11,Changed Mind,2821.23
904150,545666,2025-08-27,Late Delivery,426.5
904151,545668,2026-03-25,Damaged,1674.19
904152,545686,2026-01-06,Not as Described,685.48
904153,545689,2025-12-09,Poor Quality,135.27
904154,545700,2026-03-04,Damaged,3342.84
904155,545707,2025-12-01,Wrong Product,439.86
904156,545709,2026-01-04,Damaged,240.88
904157,545710,2025-05-01,Not as Described,2967.79
904158,545725,2026-04-16,Not as Described,618.58
904159,545731,2025-11-14,Poor Quality,661.99
904160,545759,2025-08-06,Poor Quality,362.23
904161,545772,2025-08-01,Damaged,451.58
904162,545778,2025-07-20,Poor Quality,549.22
904163,545781,2025-07-02,Wrong Product,144.24
904164,545784,2025-05-07,Poor Quality,3319.01
904165,545807,2025-07-02,Late Delivery,2254.93
904166,545809,2026-01-25,Not as Described,394.26
904167,545827,2026-04-03,Wrong Product,1011.75
904168,545832,2025-01-22,Wrong Product,940.19
904169,545856,2025-11-15,Unknown,5662.55
904170,545866,2025-12-09,Not as Described,2691.97
904171,545873,2026-03-05,Damaged,2100.52
904172,545901,2026-03-28,Changed Mind,1806.06
904173,545909,2026-05-19,Not as Described,405.55
904174,545914,2025-06-02,Wrong Product,2052.13
904175,545917,2025-05-06,Poor Quality,522.58
904176,545919,2025-03-31,Not as Described,413.09
904177,545960,2026-07-05,Not as Described,1742.1
904178,545967,2025-09-22,Wrong Product,756.61
904179,545985,2026-03-10,Damaged,1576.94
904180,545993,2025-10-31,Not as Described,357.34
904181,546006,2026-03-21,Poor Quality,4314.59
904182,546012,2025-08-23,Damaged,2284.04
904183,546034,2026-05-15,Not as Described,3039.38
904184,546036,2026-05-19,Poor Quality,440.13
904185,546043,2026-01-24,Not as Described,1116.0
904186,546047,2025-06-22,Late Delivery,1534.06
904187,546049,2025-08-07,Unknown,361.48
904188,546080,2026-03-13,Poor Quality,642.97
904189,546081,2026-06-23,Wrong Product,2474.64
904190,546091,2025-05-27,Changed Mind,677.97
904191,546146,2026-04-23,Poor Quality,4648.43
904192,546174,2025-02-26,Damaged,626.54
904193,546178,2025-09-24,Changed Mind,1103.54
904194,546187,2026-03-12,Damaged,843.34
904195,546189,2026-01-20,Wrong Product,2927.5
904196,546196,2026-03-13,Poor Quality,1000.25
904197,546203,2025-03-01,Late Delivery,474.89
904198,546204,2025-02-13,Damaged,659.88
904199,546211,2025-08-12,Changed Mind,1707.21
904200,546213,2025-01-27,Wrong Product,1156.76
904201,546242,2025-03-21,Poor Quality,617.27
904202,546263,2026-04-25,Not as Described,3184.17
904203,546288,2026-06-10,Damaged,1456.84
904204,546319,2025-09-25,Poor Quality,379.1
904205,546322,2025-05-08,Damaged,595.78
904206,546326,2025-10-04,Poor Quality,265.97
904207,546335,2026-06-17,Unknown,5174.11
904208,546362,2025-04-08,Changed Mind,2319.29
904209,546373,2025-09-10,Not as Described,1223.53
904210,546400,2025-09-08,Damaged,689.36
904211,546421,2026-04-03,Late Delivery,462.68
904212,546424,2025-01-15,Wrong Product,1327.34
904213,546435,2026-03-14,Changed Mind,1861.17
904214,546440,2025-02-04,Poor Quality,1224.23
904215,546443,2025-01-20,Late Delivery,3969.89
904216,546458,2025-08-25,Changed Mind,1086.52
904217,546500,2025-01-22,Wrong Product,1970.58
904218,546502,2025-07-24,Changed Mind,217.02
904219,546504,2025-06-30,Late Delivery,1174.28
904220,546506,2025-02-02,Changed Mind,333.66
904221,546507,2025-03-19,Late Delivery,1021.46
904222,546512,2025-06-07,Poor Quality,3345.1
904223,546515,2026-01-30,Poor Quality,4264.94
904224,546547,2025-03-26,Wrong Product,794.05
904225,546560,2025-09-28,Wrong Product,2133.16
904226,546567,2025-08-09,Late Delivery,588.28
904227,546576,2026-05-10,Damaged,437.04
904228,546577,2025-02-05,Changed Mind,3427.25
904229,546599,2025-03-18,Poor Quality,1707.46
904230,546614,2025-01-17,Damaged,796.28
904231,546617,2025-05-08,Poor Quality,4191.82
904232,546620,2026-05-29,Not as Described,305.18
904233,546628,2025-05-23,Poor Quality,6448.82
904234,546630,2025-11-26,Wrong Product,1957.82
904235,546636,2025-01-19,Poor Quality,577.48
904236,546646,2025-09-11,Changed Mind,4195.17
904237,546654,2026-02-25,Damaged,462.93
904238,546655,2026-01-26,Not as Described,171.23
904239,546660,2025-06-19,Poor Quality,11077.28
904240,546661,2025-11-30,Changed Mind,4449.32
904241,546675,2026-05-10,Not as Described,804.58
904242,546683,2026-06-23,Damaged,3191.64
904243,546706,2026-07-02,Wrong Product,1187.37
904244,546709,2026-03-01,Changed Mind,687.81
904245,546728,2025-11-18,Poor Quality,713.69
904246,546770,2026-06-05,Late Delivery,1114.91
904247,546772,2026-04-26,Changed Mind,1953.15
904248,546774,2025-08-08,Wrong Product,314.76
904249,546775,2025-12-04,Not as Described,4139.75
904250,546777,2026-03-25,Poor Quality,5603.63
904251,546786,2025-02-06,Damaged,1021.04
904252,546807,2026-05-02,Wrong Product,153.15
904253,546810,2025-07-25,Changed Mind,477.9
904254,546813,2025-01-26,Wrong Product,267.17
904255,546819,2025-11-03,Poor Quality,11330.62
904256,546834,2025-02-04,Poor Quality,604.41
904257,546845,2025-10-05,Changed Mind,355.64
904258,546861,2026-05-26,Late Delivery,1605.11
904259,546877,2026-03-04,Changed Mind,906.73
904260,546881,2025-11-14,Poor Quality,2158.21
904261,546885,2026-07-17,Damaged,454.25
904262,546895,2025-04-08,Damaged,1752.46
904263,546899,2025-05-11,Damaged,677.62
904264,546906,2026-02-17,Poor Quality,1996.99
904265,546909,2026-07-03,Damaged,608.98
904266,546948,2026-02-09,Damaged,1127.42
904267,546949,2026-02-07,Damaged,906.33
904268,546959,2025-04-26,Poor Quality,335.04
904269,547014,2025-01-20,Changed Mind,1787.84
904270,547016,2025-02-01,Late Delivery,1191.57
904271,547044,2025-12-14,Poor Quality,3804.44
904272,547052,2026-01-23,Poor Quality,3010.47
904273,547054,2025-04-24,Late Delivery,1147.94
904274,547060,2025-05-20,Not as Described,1151.26
904275,547092,2025-02-02,Late Delivery,1561.64
904276,547103,2025-10-18,Not as Described,786.67
904277,547110,2025-03-27,Damaged,184.7
904278,547127,2025-07-21,Wrong Product,2047.73
904279,547144,2025-02-09,Not as Described,2254.4
904280,547153,2025-03-22,Poor Quality,576.69
