CustomerID,CustomerName,Gender,Age,Region,CustomerSegment,JoinDate
12511,Customer_12511,Male,23,West,Consumer,2024-02-14
12512,Customer_12512,Female,66,South,Small Business,2025-03-06
12513,Customer_12513,Male,54,South,Consumer,2025-10-27
12514,Customer_12514,Female,45,Central,Consumer,2025-07-03
12515,Customer_12515,Female,47,Central,Consumer,2023-01-30
12516,Customer_12516,Female,24,Central,Consumer,2024-11-26
12517,Customer_12517,Male,26,Central,Small Business,2025-03-16
12518,Customer_12518,Female,42,North,Small Business,2024-10-28
12519,Customer_12519,Female,50,West,Small Business,2025-06-28
12520,Customer_12520,Female,18,East,Enterprise,2023-10-09
12521,Customer_12521,Female,68,Central,Consumer,2022-09-20
12522,Customer_12522,Male,23,East,Consumer,2023-09-24
12523,Customer_12523,Male,35,East,Consumer,2025-07-06
12524,Customer_12524,Male,27,East,Consumer,2025-09-08
12525,Customer_12525,Female,45,South,Consumer,2023-06-14
12526,Customer_12526,Male,28,North,Consumer,2022-10-28
12527,Customer_12527,Male,50,Central,Consumer,2023-04-30
12528,Customer_12528,Other,18,West,Consumer,2022-04-02
12529,Customer_12529,Male,30,North,Consumer,2025-04-02
12530,Customer_12530,Unknown,54,West,Small Business,2025-09-20
12531,Customer_12531,Female,37,East,Consumer,2022-11-11
12532,Customer_12532,Female,18,East,Small Business,2024-08-02
12533,Customer_12533,Male,69,South,Small Business,2022-08-26
12534,Customer_12534,Male,20,Central,Consumer,2022-03-24
12535,Customer_12535,Female,35,West,Consumer,2023-10-31
12536,Customer_12536,Female,58,East,Consumer,2025-02-06
12537,Customer_12537,Female,31,East,Small Business,2022-06-27
12538,Customer_12538,Male,48,North,Small Business,2022-09-07
12539,Customer_12539,Female,44,East,Consumer,2024-02-04
12540,Customer_12540,Female,34,North,Consumer,2023-10-29
12541,Customer_12541,Female,63,South,Enterprise,2024-06-21
12542,Customer_12542,Female,46,West,Consumer,2022-04-01
12543,Customer_12543,Female,53,Central,Small Business,2022-12-05
12544,Customer_12544,Female,54,East,Consumer,2022-06-18
12545,Customer_12545,Male,43,South,Consumer,2025-03-08
12546,Customer_12546,Female,34,East,Small Business,2023-08-01
12547,Customer_12547,Male,39,Central,Small Business,2025-04-22
12548,Customer_12548,Male,42,West,Small Business,2024-02-19
12549,Customer_12549,Male,19,Central,Consumer,2022-06-19
12550,Customer_12550,Male,39,East,Consumer,2022-12-28
12551,Customer_12551,Male,22,West,Small Business,2022-09-01
12552,Customer_12552,Male,21,North,Consumer,2022-05-18
12553,Customer_12553,Female,53,South,Consumer,2024-11-17
12554,Customer_12554,Other,23,South,Small Business,2023-06-03
12555,Customer_12555,Male,69,East,Consumer,2025-11-22
12556,Customer_12556,Other,38,Central,Consumer,2022-11-29
12557,Customer_12557,Female,30,Central,Small Business,2024-08-22
12558,Customer_12558,Male,54,North,Enterprise,2025-09-02
12559,Customer_12559,Male,42,North,Consumer,2023-07-17
12560,Customer_12560,Female,43,South,Consumer,2023-03-02
12561,Customer_12561,Female,56,South,Small Business,2025-03-05
12562,Customer_12562,Female,37,East,Small Business,2023-10-03
12563,Customer_12563,Male,50,Central,Small Business,2023-12-10
12564,Customer_12564,Male,31,Central,Consumer,2025-07-14
12565,Customer_12565,Male,53,West,Consumer,2022-04-17
12566,Customer_12566,Male,34,West,Consumer,2023-07-14
12567,Customer_12567,Male,38,East,Small Business,2022-05-18
12568,Customer_12568,Male,63,South,Small Business,2023-09-07
12569,Customer_12569,Female,33,East,Consumer,2022-02-16
12570,Customer_12570,Female,63,East,Consumer,2023-01-03
12571,Customer_12571,Male,33,West,Consumer,2022-01-06
12572,Customer_12572,Female,37,South,Enterprise,2023-06-07
12573,Customer_12573,Male,46,South,Small Business,2023-06-13
12574,Customer_12574,Female,45,South,Consumer,2025-07-19
12575,Customer_12575,Male,25,Central,Consumer,2022-03-07
12576,Customer_12576,Female,41,East,Consumer,2023-02-24
12577,Customer_12577,Unknown,20,West,Consumer,2025-09-24
12578,Customer_12578,Female,42,West,Small Business,2024-07-22
12579,Customer_12579,Male,36,South,Small Business,2023-05-13
12580,Customer_12580,Female,50,East,Consumer,2022-11-27
12581,Customer_12581,Male,19,Central,Consumer,2024-02-07
12582,Customer_12582,Female,32,East,Small Business,2024-09-27
12583,Customer_12583,Female,39,Central,Consumer,2025-02-28
12584,Customer_12584,Male,27,South,Consumer,2023-06-14
12585,Customer_12585,Female,35,North,Enterprise,2022-08-31
12586,Customer_12586,Female,39,Central,Small Business,2022-12-16
12587,Customer_12587,Male,63,West,Small Business,2024-11-06
12588,Customer_12588,Female,66,Central,Consumer,2024-01-05
12589,Customer_12589,Male,44,West,Consumer,2024-05-31
12590,Customer_12590,Female,30,Central,Consumer,2022-12-29
12591,Customer_12591,Female,50,West,Consumer,2025-05-18
12592,Customer_12592,Female,22,West,Small Business,2024-10-11
12593,Customer_12593,Female,43,East,Consumer,2023-06-09
12594,Customer_12594,Female,30,South,Small Business,2024-04-10
12595,Customer_12595,Male,44,Central,Consumer,2024-02-21
12596,Customer_12596,Female,31,East,Consumer,2023-02-24
12597,Customer_12597,Male,41,East,Enterprise,2024-02-25
12598,Customer_12598,Female,20,East,Consumer,2022-05-13
12599,Customer_12599,Male,64,East,Consumer,2022-01-14
12600,Customer_12600,Male,68,East,Consumer,2024-12-03
12601,Customer_12601,Female,66,North,Consumer,2025-11-01
12602,Customer_12602,Male,47,Central,Consumer,2022-10-22
12603,Customer_12603,Female,52,East,Consumer,2025-11-20
12604,Customer_12604,Male,65,East,Small Business,2025-02-01
12605,Customer_12605,Male,31,North,Small Business,2023-03-21
12606,Customer_12606,Female,29,North,Consumer,2024-12-21
12607,Customer_12607,Male,45,South,Consumer,2023-02-16
12608,Customer_12608,Male,61,West,Consumer,2023-09-22
12609,Customer_12609,Female,46,North,Consumer,2022-11-17
12610,Customer_12610,Male,60,Central,Consumer,2025-02-28
12611,Customer_12611,Female,34,South,Small Business,2024-03-28
12612,Customer_12612,Male,57,South,Consumer,2025-05-07
12613,Customer_12613,Male,66,North,Small Business,2024-06-23
12614,Customer_12614,Female,38,North,Enterprise,2022-02-05
12615,Customer_12615,Male,40,West,Small Business,2024-03-01
12616,Customer_12616,Male,37,Central,Consumer,2025-05-24
12617,Customer_12617,Male,28,East,Consumer,2023-08-09
12618,Customer_12618,Male,51,North,Enterprise,2022-11-02
12619,Customer_12619,Female,27,South,Consumer,2024-10-04
12620,Customer_12620,Male,27,East,Small Business,2024-06-11
12621,Customer_12621,Female,60,Central,Consumer,2022-01-12
12622,Customer_12622,Female,23,South,Consumer,2022-03-24
12623,Customer_12623,Male,53,West,Small Business,2024-11-21
12624,Customer_12624,Female,41,East,Small Business,2025-12-02
12625,Customer_12625,Male,29,South,Small Business,2025-01-14
12626,Customer_12626,Other,60,East,Enterprise,2025-12-05
12627,Customer_12627,Male,40,North,Consumer,2024-08-14
12628,Customer_12628,Female,44,West,Consumer,2023-12-14
12629,Customer_12629,Female,62,South,Enterprise,2025-07-03
12630,Customer_12630,Male,54,West,Consumer,2022-08-29
12631,Customer_12631,Female,23,North,Small Business,2024-06-16
12632,Customer_12632,Female,18,Central,Consumer,2024-06-14
12633,Customer_12633,Male,23,North,Consumer,2024-06-25
12634,Customer_12634,Male,67,Central,Consumer,2024-01-26
12635,Customer_12635,Female,39,West,Consumer,2024-10-21
12636,Customer_12636,Female,58,Central,Small Business,2023-08-24
12637,Customer_12637,Other,41,East,Small Business,2022-10-09
12638,Customer_12638,Female,42,West,Consumer,2023-10-13
12639,Customer_12639,Other,32,South,Consumer,2023-08-22
12640,Customer_12640,Female,43,North,Consumer,2024-09-05
12641,Customer_12641,Male,25,East,Consumer,2025-02-16
12642,Customer_12642,Male,68,North,Consumer,2024-10-08
12643,Customer_12643,Female,41,Central,Consumer,2024-06-18
12644,Customer_12644,Female,65,North,Consumer,2025-01-08
12645,Customer_12645,Male,55,East,Consumer,2024-06-12
12646,Customer_12646,Male,23,East,Consumer,2024-08-14
12647,Customer_12647,Other,52,East,Consumer,2022-08-07
12648,Customer_12648,Female,59,West,Consumer,2023-12-28
12649,Customer_12649,Male,18,North,Consumer,2024-10-05
12650,Customer_12650,Male,63,East,Consumer,2023-06-02
12651,Customer_12651,Male,53,South,Enterprise,2024-03-22
12652,Customer_12652,Male,29,Central,Consumer,2023-05-17
12653,Customer_12653,Male,55,West,Small Business,2022-02-27
12654,Customer_12654,Male,28,Central,Consumer,2025-09-22
12655,Customer_12655,Female,29,North,Small Business,2024-03-24
12656,Customer_12656,Male,59,South,Consumer,2023-09-06
12657,Customer_12657,Female,67,North,Small Business,2023-03-02
12658,Customer_12658,Female,56,North,Consumer,2025-10-25
12659,Customer_12659,Male,24,South,Small Business,2025-12-05
12660,Customer_12660,Female,28,West,Consumer,2024-06-01
12661,Customer_12661,Female,53,South,Consumer,2023-03-08
12662,Customer_12662,Female,69,East,Small Business,2025-05-04
12663,Customer_12663,Male,48,Central,Consumer,2025-11-01
12664,Customer_12664,Female,50,West,Enterprise,2024-08-05
12665,Customer_12665,Female,30,South,Consumer,2025-10-20
12666,Customer_12666,Male,35,South,Consumer,2024-07-23
12667,Customer_12667,Male,58,East,Small Business,2023-02-09
12668,Customer_12668,Female,41,North,Consumer,2023-05-07
12669,Customer_12669,Female,26,East,Consumer,2022-03-07
12670,Customer_12670,Male,48,South,Small Business,2024-06-30
12671,Customer_12671,Female,58,Central,Small Business,2023-01-26
12672,Customer_12672,Male,27,West,Enterprise,2022-03-24
12673,Customer_12673,Female,19,East,Consumer,2024-09-29
12674,Customer_12674,Male,55,South,Consumer,2023-04-26
12675,Customer_12675,Female,32,South,Consumer,2024-02-16
12676,Customer_12676,Male,20,West,Consumer,2025-06-06
12677,Customer_12677,Male,60,East,Small Business,2024-02-24
12678,Customer_12678,Male,48,South,Consumer,2025-06-02
12679,Customer_12679,Male,23,North,Consumer,2025-02-10
12680,Customer_12680,Female,20,North,Consumer,2023-10-14
12681,Customer_12681,Male,28,West,Small Business,2025-04-23
12682,Customer_12682,Female,32,South,Enterprise,2025-04-11
12683,Customer_12683,Male,62,East,Small Business,2023-06-07
12684,Customer_12684,Male,69,East,Consumer,2022-07-24
12685,Customer_12685,Male,45,East,Small Business,2024-01-12
12686,Customer_12686,Male,27,Central,Consumer,2022-11-15
12687,Customer_12687,Male,55,Central,Consumer,2025-03-28
12688,Customer_12688,Male,64,East,Consumer,2022-10-05
12689,Customer_12689,Female,67,North,Consumer,2024-06-20
12690,Customer_12690,Male,67,East,Consumer,2022-05-28
12691,Customer_12691,Female,24,East,Small Business,2024-02-17
12692,Customer_12692,Female,32,East,Consumer,2025-01-11
12693,Customer_12693,Male,35,West,Consumer,2023-02-23
12694,Customer_12694,Male,35,North,Enterprise,2023-06-22
12695,Customer_12695,Other,69,East,Small Business,2023-01-27
12696,Customer_12696,Female,58,North,Small Business,2025-03-02
12697,Customer_12697,Female,41,West,Consumer,2024-07-28
12698,Customer_12698,Male,19,South,Consumer,2022-08-30
12699,Customer_12699,Female,57,West,Consumer,2024-09-25
12700,Customer_12700,Female,37,North,Consumer,2025-05-08
12701,Customer_12701,Female,51,East,Consumer,2025-02-14
12702,Customer_12702,Unknown,60,West,Consumer,2025-05-27
12703,Customer_12703,Male,43,South,Consumer,2025-08-21
12704,Customer_12704,Male,24,West,Consumer,2022-08-31
12705,Customer_12705,Female,55,East,Consumer,2025-08-08
12706,Customer_12706,Female,47,East,Consumer,2024-09-02
12707,Customer_12707,Male,59,South,Consumer,2025-08-17
12708,Customer_12708,Male,22,East,Consumer,2023-11-15
12709,Customer_12709,Male,28,East,Consumer,2025-11-12
12710,Customer_12710,Male,18,East,Consumer,2023-08-11
12711,Customer_12711,Female,51,West,Consumer,2025-05-17
12712,Customer_12712,Female,18,East,Consumer,2025-08-30
12713,Customer_12713,Male,36,South,Small Business,2023-09-09
12714,Customer_12714,Male,19,South,Enterprise,2022-01-26
12715,Customer_12715,Male,38,North,Consumer,2024-05-12
12716,Customer_12716,Male,37,South,Enterprise,2022-03-20
12717,Customer_12717,Female,40,West,Consumer,2024-10-08
12718,Customer_12718,Unknown,38,West,Consumer,2022-05-08
12719,Customer_12719,Female,41,South,Enterprise,2023-02-17
12720,Customer_12720,Male,21,Central,Consumer,2022-05-17
12721,Customer_12721,Female,29,East,Small Business,2025-09-19
12722,Customer_12722,Female,39,Central,Consumer,2023-07-02
12723,Customer_12723,Female,37,West,Consumer,2023-01-23
12724,Customer_12724,Male,35,West,Consumer,2023-07-25
12725,Customer_12725,Male,18,North,Consumer,2025-06-07
12726,Customer_12726,Male,47,South,Consumer,2024-10-12
12727,Customer_12727,Male,50,North,Consumer,2023-02-25
12728,Customer_12728,Male,41,West,Consumer,2025-02-21
12729,Customer_12729,Male,31,South,Enterprise,2025-01-16
12730,Customer_12730,Female,53,West,Small Business,2022-05-21
12731,Customer_12731,Female,22,South,Consumer,2022-02-20
12732,Customer_12732,Female,28,West,Consumer,2024-09-13
12733,Customer_12733,Male,41,North,Small Business,2024-07-17
12734,Customer_12734,Other,48,North,Consumer,2025-11-29
12735,Customer_12735,Other,30,South,Consumer,2025-09-22
12736,Customer_12736,Female,33,East,Consumer,2023-10-24
12737,Customer_12737,Unknown,41,South,Small Business,2023-01-01
12738,Customer_12738,Female,30,West,Consumer,2024-06-26
12739,Customer_12739,Other,41,North,Consumer,2024-09-24
12740,Customer_12740,Male,43,South,Consumer,2024-05-03
12741,Customer_12741,Male,19,West,Consumer,2022-09-15
12742,Customer_12742,Male,33,North,Consumer,2025-11-12
12743,Customer_12743,Male,55,Central,Consumer,2022-02-14
12744,Customer_12744,Male,63,Central,Consumer,2022-09-26
12745,Customer_12745,Female,18,North,Consumer,2025-08-27
12746,Customer_12746,Female,66,South,Consumer,2023-11-03
12747,Customer_12747,Female,28,South,Small Business,2024-10-15
12748,Customer_12748,Male,68,West,Small Business,2025-07-25
12749,Customer_12749,Female,52,East,Consumer,2024-05-06
12750,Customer_12750,Female,60,East,Consumer,2022-05-25
12751,Customer_12751,Male,46,West,Consumer,2022-08-23
12752,Customer_12752,Female,54,North,Consumer,2023-11-22
12753,Customer_12753,Male,34,West,Small Business,2023-12-21
12754,Customer_12754,Male,56,West,Consumer,2025-03-05
12755,Customer_12755,Female,59,East,Small Business,2022-12-19
12756,Customer_12756,Male,45,Central,Small Business,2025-11-18
12757,Customer_12757,Male,46,West,Enterprise,2024-09-20
12758,Customer_12758,Female,60,South,Consumer,2022-10-02
12759,Customer_12759,Female,20,East,Consumer,2025-11-08
12760,Customer_12760,Male,69,East,Consumer,2024-06-28
12761,Customer_12761,Male,27,North,Small Business,2025-09-08
12762,Customer_12762,Male,59,Central,Small Business,2025-04-21
12763,Customer_12763,Female,31,North,Consumer,2023-03-16
12764,Customer_12764,Male,29,West,Consumer,2024-12-22
12765,Customer_12765,Male,64,East,Consumer,2024-05-21
12766,Customer_12766,Other,59,North,Consumer,2023-10-13
12767,Customer_12767,Female,47,Central,Consumer,2024-07-31
12768,Customer_12768,Male,49,Central,Consumer,2022-02-03
12769,Customer_12769,Female,49,East,Consumer,2023-12-06
12770,Customer_12770,Female,59,South,Small Business,2024-05-16
12771,Customer_12771,Male,49,North,Consumer,2024-09-11
12772,Customer_12772,Male,43,South,Consumer,2024-04-11
12773,Customer_12773,Female,68,South,Consumer,2025-01-15
12774,Customer_12774,Male,18,East,Small Business,2025-05-18
12775,Customer_12775,Female,59,Central,Consumer,2023-04-07
12776,Customer_12776,Male,19,East,Enterprise,2022-03-22
12777,Customer_12777,Male,34,Central,Consumer,2022-11-18
12778,Customer_12778,Male,47,West,Enterprise,2023-02-19
12779,Customer_12779,Male,56,East,Small Business,2024-09-18
12780,Customer_12780,Male,24,Central,Consumer,2022-07-09
12781,Customer_12781,Male,69,East,Enterprise,2025-06-10
12782,Customer_12782,Female,44,Central,Consumer,2023-01-27
12783,Customer_12783,Unknown,26,South,Consumer,2025-04-07
12784,Customer_12784,Female,39,North,Consumer,2022-06-17
12785,Customer_12785,Female,51,Central,Consumer,2025-06-08
12786,Customer_12786,Male,63,East,Small Business,2025-03-19
12787,Customer_12787,Other,66,Central,Small Business,2023-10-26
12788,Customer_12788,Male,18,Central,Consumer,2025-11-10
12789,Customer_12789,Other,26,North,Consumer,2023-01-16
12790,Customer_12790,Unknown,37,East,Consumer,2025-07-22
12791,Customer_12791,Female,36,South,Small Business,2024-06-16
12792,Customer_12792,Unknown,53,East,Consumer,2024-05-13
12793,Customer_12793,Female,57,West,Enterprise,2022-03-03
12794,Customer_12794,Male,62,South,Consumer,2023-06-12
12795,Customer_12795,Male,21,East,Consumer,2024-05-11
12796,Customer_12796,Female,26,West,Small Business,2022-05-30
12797,Customer_12797,Male,58,North,Consumer,2025-03-11
12798,Customer_12798,Female,39,West,Consumer,2022-04-26
12799,Customer_12799,Unknown,35,East,Consumer,2024-04-03
12800,Customer_12800,Male,29,Central,Consumer,2022-03-06
12801,Customer_12801,Female,59,South,Enterprise,2025-12-23
12802,Customer_12802,Female,60,North,Consumer,2022-11-06
12803,Customer_12803,Other,56,East,Consumer,2023-12-07
12804,Customer_12804,Other,26,North,Consumer,2024-05-03
12805,Customer_12805,Female,23,Central,Consumer,2025-12-24
12806,Customer_12806,Unknown,36,North,Small Business,2024-10-20
12807,Customer_12807,Female,65,West,Enterprise,2025-03-30
12808,Customer_12808,Male,64,East,Small Business,2022-11-02
12809,Customer_12809,Female,24,South,Consumer,2025-10-16
12810,Customer_12810,Female,33,North,Consumer,2025-07-25
12811,Customer_12811,Male,22,East,Consumer,2025-08-12
12812,Customer_12812,Female,33,East,Small Business,2024-05-22
12813,Customer_12813,Female,18,South,Consumer,2022-06-18
12814,Customer_12814,Male,68,Central,Consumer,2024-10-27
12815,Customer_12815,Female,54,South,Enterprise,2025-03-01
12816,Customer_12816,Female,56,East,Consumer,2023-08-11
12817,Customer_12817,Female,36,East,Consumer,2024-02-01
12818,Customer_12818,Male,54,North,Consumer,2022-12-13
12819,Customer_12819,Male,34,Central,Consumer,2024-08-12
12820,Customer_12820,Male,43,South,Consumer,2024-01-05
12821,Customer_12821,Female,39,North,Consumer,2025-06-30
12822,Customer_12822,Male,25,South,Consumer,2023-02-14
12823,Customer_12823,Female,50,East,Consumer,2023-06-27
12824,Customer_12824,Male,19,East,Small Business,2022-12-21
12825,Customer_12825,Male,47,West,Consumer,2023-12-14
12826,Customer_12826,Female,64,North,Small Business,2025-10-23
12827,Customer_12827,Female,37,South,Consumer,2023-08-07
12828,Customer_12828,Male,35,West,Consumer,2023-05-26
12829,Customer_12829,Male,60,North,Enterprise,2023-06-17
12830,Customer_12830,Male,27,Central,Consumer,2023-06-12
12831,Customer_12831,Female,41,North,Consumer,2024-08-04
12832,Customer_12832,Female,21,West,Small Business,2025-11-26
12833,Customer_12833,Male,54,South,Consumer,2025-04-13
12834,Customer_12834,Male,21,East,Consumer,2024-04-03
12835,Customer_12835,Male,30,North,Consumer,2022-03-19
12836,Customer_12836,Female,42,North,Small Business,2023-03-16
12837,Customer_12837,Unknown,30,South,Small Business,2023-07-03
12838,Customer_12838,Male,35,North,Consumer,2025-06-09
12839,Customer_12839,Female,41,South,Consumer,2023-02-04
12840,Customer_12840,Male,19,East,Consumer,2025-05-21
12841,Customer_12841,Male,65,East,Consumer,2025-05-01
12842,Customer_12842,Female,50,West,Consumer,2023-12-02
12843,Customer_12843,Female,36,West,Consumer,2025-07-14
12844,Customer_12844,Other,26,East,Consumer,2022-05-06
12845,Customer_12845,Female,45,East,Consumer,2024-04-13
12846,Customer_12846,Male,52,East,Enterprise,2025-11-06
12847,Customer_12847,Female,56,East,Consumer,2023-06-28
12848,Customer_12848,Male,27,West,Consumer,2023-05-17
12849,Customer_12849,Female,18,South,Consumer,2025-11-27
12850,Customer_12850,Male,59,North,Enterprise,2024-04-03
12851,Customer_12851,Female,38,West,Small Business,2025-07-08
12852,Customer_12852,Male,26,South,Small Business,2023-01-22
12853,Customer_12853,Male,64,Central,Consumer,2023-02-16
12854,Customer_12854,Female,32,Central,Small Business,2025-10-01
12855,Customer_12855,Male,52,North,Consumer,2025-01-22
12856,Customer_12856,Female,22,North,Consumer,2022-11-24
12857,Customer_12857,Male,58,East,Consumer,2022-04-10
12858,Customer_12858,Male,39,East,Small Business,2023-04-06
12859,Customer_12859,Male,58,South,Small Business,2025-08-31
12860,Customer_12860,Male,40,West,Small Business,2022-01-25
12861,Customer_12861,Female,24,East,Enterprise,2023-05-09
12862,Customer_12862,Male,40,South,Consumer,2022-12-19
12863,Customer_12863,Other,61,North,Consumer,2024-05-18
12864,Customer_12864,Female,42,West,Consumer,2025-02-14
12865,Customer_12865,Male,44,South,Small Business,2022-07-18
12866,Customer_12866,Female,58,West,Consumer,2025-07-26
12867,Customer_12867,Female,23,East,Small Business,2024-04-26
12868,Customer_12868,Female,51,East,Consumer,2025-01-07
12869,Customer_12869,Male,26,Central,Consumer,2025-12-18
12870,Customer_12870,Male,66,Central,Consumer,2025-10-09
12871,Customer_12871,Female,50,South,Consumer,2023-06-10
12872,Customer_12872,Other,68,South,Small Business,2023-06-25
12873,Customer_12873,Female,23,West,Consumer,2023-04-22
12874,Customer_12874,Male,54,East,Consumer,2022-01-10
12875,Customer_12875,Female,48,North,Consumer,2025-07-07
12876,Customer_12876,Female,51,Central,Consumer,2023-06-08
12877,Customer_12877,Female,58,North,Consumer,2024-03-20
12878,Customer_12878,Male,46,North,Consumer,2024-02-11
12879,Customer_12879,Female,31,North,Small Business,2024-05-09
12880,Customer_12880,Male,53,East,Consumer,2024-10-26
12881,Customer_12881,Male,53,West,Consumer,2024-11-24
12882,Customer_12882,Female,32,South,Consumer,2022-06-24
12883,Customer_12883,Male,25,South,Consumer,2023-03-18
12884,Customer_12884,Male,43,South,Consumer,2025-03-16
12885,Customer_12885,Male,53,West,Consumer,2025-05-01
12886,Customer_12886,Other,65,North,Consumer,2024-11-02
12887,Customer_12887,Female,38,Central,Small Business,2022-09-03
12888,Customer_12888,Male,45,South,Consumer,2023-11-06
12889,Customer_12889,Female,21,Central,Small Business,2022-04-24
12890,Customer_12890,Female,33,North,Enterprise,2024-10-08
12891,Customer_12891,Male,39,West,Consumer,2024-03-04
12892,Customer_12892,Female,29,South,Consumer,2022-08-21
12893,Customer_12893,Female,33,North,Consumer,2024-09-06
12894,Customer_12894,Female,68,Central,Consumer,2025-09-07
12895,Customer_12895,Male,57,Central,Small Business,2022-05-06
12896,Customer_12896,Female,55,East,Small Business,2025-08-29
12897,Customer_12897,Female,59,West,Consumer,2023-05-26
12898,Customer_12898,Male,54,East,Consumer,2022-10-08
12899,Customer_12899,Male,46,Central,Consumer,2024-03-08
12900,Customer_12900,Male,35,South,Consumer,2024-09-04
12901,Customer_12901,Male,27,East,Small Business,2024-06-21
12902,Customer_12902,Female,59,East,Consumer,2025-07-30
12903,Customer_12903,Male,56,South,Consumer,2023-10-13
12904,Customer_12904,Male,35,Central,Small Business,2023-01-27
12905,Customer_12905,Female,18,North,Consumer,2023-01-17
12906,Customer_12906,Male,56,North,Consumer,2022-08-04
12907,Customer_12907,Unknown,38,East,Consumer,2023-06-26
12908,Customer_12908,Male,18,West,Consumer,2023-08-29
12909,Customer_12909,Male,32,North,Small Business,2022-04-26
12910,Customer_12910,Male,21,South,Small Business,2023-05-24
12911,Customer_12911,Male,37,Central,Consumer,2022-09-28
12912,Customer_12912,Male,27,South,Enterprise,2025-08-07
12913,Customer_12913,Female,40,West,Consumer,2024-11-28
12914,Customer_12914,Other,58,West,Small Business,2024-11-13
12915,Customer_12915,Male,51,East,Small Business,2024-02-15
12916,Customer_12916,Female,63,Central,Consumer,2024-12-02
12917,Customer_12917,Female,65,West,Small Business,2025-04-08
12918,Customer_12918,Female,50,East,Consumer,2022-12-06
12919,Customer_12919,Male,51,East,Consumer,2022-06-18
12920,Customer_12920,Male,56,West,Small Business,2023-10-24
12921,Customer_12921,Male,27,East,Small Business,2022-05-23
12922,Customer_12922,Female,37,Central,Small Business,2025-01-29
12923,Customer_12923,Female,18,South,Consumer,2023-07-29
12924,Customer_12924,Male,30,South,Consumer,2023-04-20
12925,Customer_12925,Male,18,South,Consumer,2022-11-07
12926,Customer_12926,Female,22,North,Enterprise,2024-12-19
12927,Customer_12927,Female,33,North,Consumer,2024-11-18
12928,Customer_12928,Unknown,32,Central,Small Business,2023-06-15
12929,Customer_12929,Female,66,West,Consumer,2024-09-17
12930,Customer_12930,Male,45,West,Consumer,2022-03-14
12931,Customer_12931,Female,48,East,Consumer,2025-11-18
12932,Customer_12932,Female,40,West,Enterprise,2024-05-18
12933,Customer_12933,Male,65,East,Consumer,2023-01-29
12934,Customer_12934,Female,62,Central,Enterprise,2023-04-26
12935,Customer_12935,Female,60,South,Consumer,2023-04-18
12936,Customer_12936,Male,34,Central,Consumer,2022-11-09
12937,Customer_12937,Female,66,West,Small Business,2024-08-09
12938,Customer_12938,Female,51,South,Small Business,2022-11-20
12939,Customer_12939,Other,30,East,Enterprise,2024-10-09
12940,Customer_12940,Male,31,East,Consumer,2024-08-22
12941,Customer_12941,Male,28,North,Consumer,2022-03-28
12942,Customer_12942,Female,45,East,Consumer,2022-12-25
12943,Customer_12943,Male,59,South,Consumer,2023-11-26
12944,Customer_12944,Female,49,North,Enterprise,2022-07-16
12945,Customer_12945,Female,52,Central,Consumer,2024-01-26
12946,Customer_12946,Male,48,East,Consumer,2024-09-03
12947,Customer_12947,Female,34,Central,Consumer,2025-11-09
12948,Customer_12948,Female,64,West,Consumer,2025-02-15
12949,Customer_12949,Male,26,South,Consumer,2023-05-13
12950,Customer_12950,Female,27,East,Consumer,2024-06-26
12951,Customer_12951,Female,25,West,Consumer,2024-07-19
12952,Customer_12952,Female,38,Central,Consumer,2023-04-07
12953,Customer_12953,Female,30,South,Enterprise,2024-08-27
12954,Customer_12954,Male,67,Central,Consumer,2025-06-24
12955,Customer_12955,Female,22,Central,Consumer,2022-08-22
12956,Customer_12956,Female,23,West,Enterprise,2023-02-21
12957,Customer_12957,Female,47,Central,Small Business,2025-10-20
12958,Customer_12958,Female,48,South,Enterprise,2022-06-02
12959,Customer_12959,Male,34,Central,Enterprise,2022-09-29
12960,Customer_12960,Female,28,West,Consumer,2023-01-27
12961,Customer_12961,Male,37,North,Small Business,2023-07-01
12962,Customer_12962,Male,65,Central,Consumer,2023-12-26
12963,Customer_12963,Male,26,East,Consumer,2025-12-24
12964,Customer_12964,Unknown,19,East,Small Business,2022-07-08
12965,Customer_12965,Female,54,East,Consumer,2024-03-22
12966,Customer_12966,Female,18,North,Small Business,2025-06-29
12967,Customer_12967,Female,21,East,Small Business,2023-01-30
12968,Customer_12968,Female,53,West,Consumer,2023-10-24
12969,Customer_12969,Other,42,North,Small Business,2024-05-02
12970,Customer_12970,Female,20,South,Consumer,2025-05-27
12971,Customer_12971,Male,26,North,Consumer,2023-08-17
12972,Customer_12972,Male,39,East,Small Business,2022-07-09
12973,Customer_12973,Female,40,West,Consumer,2022-08-22
12974,Customer_12974,Female,29,West,Small Business,2022-08-20
12975,Customer_12975,Male,27,Central,Consumer,2022-12-24
12976,Customer_12976,Male,51,East,Consumer,2023-04-23
12977,Customer_12977,Female,60,South,Small Business,2025-12-23
12978,Customer_12978,Male,27,Central,Consumer,2022-08-25
12979,Customer_12979,Female,47,West,Consumer,2024-11-22
12980,Customer_12980,Unknown,39,East,Consumer,2022-08-01
12981,Customer_12981,Male,23,West,Small Business,2023-01-14
12982,Customer_12982,Male,67,Central,Consumer,2024-10-22
12983,Customer_12983,Female,19,West,Small Business,2024-06-27
12984,Customer_12984,Female,47,South,Consumer,2023-03-26
12985,Customer_12985,Female,19,West,Consumer,2023-07-23
12986,Customer_12986,Other,49,North,Enterprise,2025-12-21
