ProductID,InventoryDate,StockReceived,StockSold,ClosingStock
2279,2026-02-01,103,24,1064
2279,2026-03-01,11,36,1039
2279,2026-04-01,295,156,1178
2279,2026-05-01,54,76,1156
2279,2026-06-01,145,113,1188
2280,2026-01-01,192,133,271
2280,2026-02-01,131,134,268
2280,2026-03-01,287,57,498
2280,2026-04-01,20,27,491
2280,2026-05-01,133,178,446
2280,2026-06-01,235,174,507
2281,2026-01-01,39,102,1054
2281,2026-02-01,250,128,1176
2281,2026-03-01,15,150,1041
2281,2026-04-01,145,9,1177
2281,2026-05-01,182,11,1348
2281,2026-06-01,278,26,1600
2282,2026-01-01,33,179,958
2282,2026-02-01,178,164,972
2282,2026-03-01,11,63,920
2282,2026-04-01,283,117,1086
2282,2026-05-01,173,36,1223
2282,2026-06-01,66,128,1161
2283,2026-01-01,232,150,1052
2283,2026-02-01,213,121,1144
2283,2026-03-01,177,145,1176
2283,2026-04-01,25,131,1070
2283,2026-05-01,289,48,1311
2283,2026-06-01,147,38,1420
2284,2026-01-01,226,59,2577
2284,2026-02-01,84,11,2650
2284,2026-03-01,223,160,2713
2284,2026-04-01,50,44,2719
2284,2026-05-01,85,35,2769
2284,2026-06-01,48,89,2728
2285,2026-01-01,289,119,2632
2285,2026-02-01,118,41,2709
2285,2026-03-01,13,40,2682
2285,2026-04-01,21,117,2586
2285,2026-05-01,148,171,2563
2285,2026-06-01,172,52,2683
2286,2026-01-01,338,5,1722
2286,2026-02-01,255,1,1976
2286,2026-03-01,294,2,2268
2286,2026-04-01,321,5,2584
2286,2026-05-01,152,2,2734
2286,2026-06-01,191,7,2918
2287,2026-01-01,201,7,1598
2287,2026-02-01,273,0,1871
2287,2026-03-01,278,6,2143
2287,2026-04-01,325,4,2464
2287,2026-05-01,256,2,2718
2287,2026-06-01,248,4,2962
2288,2026-01-01,336,5,2498
2288,2026-02-01,138,3,2633
2288,2026-03-01,114,6,2741
2288,2026-04-01,311,0,3052
2288,2026-05-01,139,2,3189
2288,2026-06-01,148,3,3334
2289,2026-01-01,197,2,1438
2289,2026-02-01,179,5,1612
2289,2026-03-01,232,4,1840
2289,2026-04-01,115,5,1950
2289,2026-05-01,277,3,2224
2289,2026-06-01,319,2,2541
2290,2026-01-01,133,1,2335
2290,2026-02-01,230,4,2561
2290,2026-03-01,283,6,2838
2290,2026-04-01,166,4,3000
2290,2026-05-01,122,7,3115
2290,2026-06-01,247,7,3355
2291,2026-01-01,252,5,2770
2291,2026-02-01,232,2,3000
2291,2026-03-01,329,3,3326
2291,2026-04-01,236,1,3561
2291,2026-05-01,328,2,3887
2291,2026-06-01,348,4,4231
2292,2026-01-01,320,1,2537
2292,2026-02-01,341,0,2878
2292,2026-03-01,347,2,3223
2292,2026-04-01,288,2,3509
2292,2026-05-01,162,0,3671
2292,2026-06-01,293,5,3959
2293,2026-01-01,308,3,2144
2293,2026-02-01,190,5,2329
2293,2026-03-01,203,5,2527
2293,2026-04-01,150,7,2670
2293,2026-05-01,257,4,2923
2293,2026-06-01,198,0,3121
2294,2026-01-01,268,1,2460
2294,2026-02-01,311,7,2764
2294,2026-03-01,200,1,2963
2294,2026-04-01,121,5,3079
2294,2026-05-01,173,2,3250
2294,2026-06-01,251,5,3496
2295,2026-01-01,112,2,2010
2295,2026-02-01,128,7,2131
2295,2026-03-01,111,4,2238
2295,2026-04-01,228,6,2460
2295,2026-05-01,276,6,2730
2295,2026-06-01,171,3,2898
2296,2026-01-01,162,5,3062
2296,2026-02-01,269,3,3328
2296,2026-03-01,218,0,3546
2296,2026-04-01,264,4,3806
2296,2026-05-01,225,3,4028
2296,2026-06-01,286,3,4311
2297,2026-01-01,264,2,2764
2297,2026-02-01,110,5,2869
2297,2026-03-01,273,7,3135
2297,2026-04-01,199,5,3329
2297,2026-05-01,161,6,3484
2297,2026-06-01,347,3,3828
2298,2026-01-01,346,5,2253
2298,2026-02-01,280,7,2526
2298,2026-03-01,164,1,2689
2298,2026-04-01,132,2,2819
2298,2026-05-01,104,4,2919
2298,2026-06-01,262,3,3178
2299,2026-01-01,268,2,2874
2299,2026-02-01,225,2,3097
2299,2026-03-01,110,3,3204
2299,2026-04-01,160,0,3364
2299,2026-05-01,200,2,3562
2299,2026-06-01,199,5,3756
2300,2026-01-01,308,6,2138
2300,2026-02-01,146,5,2279
2300,2026-03-01,126,1,2404
2300,2026-04-01,323,4,2723
2300,2026-05-01,256,5,2974
2300,2026-06-01,168,4,3138
